Sentiment,TweetId,TweetDate,Topic,TweetText
neutral,561,Sun Jun 07 01:14:42 UTC 2009,jquery,jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/ @jquery
neutral,562,Sun Jun 07 01:15:04 UTC 2009,jquery,Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5 @jquery
positive,563,Sun Jun 07 03:27:57 UTC 2009,warren buffet,"@PDubyaD right!!! LOL we'll get there!! I have high expectations, Warren Buffet style. @warren buffet"
positive,564,Sun Jun 07 03:28:08 UTC 2009,warren buffet,"RT @blknprecious1: RT GREAT @dbroos ""Someone's sitting in the shade today because someone planted a tree a long time ago.""- Warren Buffet @warren buffet"
neutral,565,Sun Jun 07 03:28:50 UTC 2009,warren buffet,Warren Buffet on the economy http://ping.fm/Lau0p @warren buffet
positive,566,Sun Jun 07 03:29:15 UTC 2009,warren buffet,"Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune @warren buffet"
positive,567,Sun Jun 07 17:42:47 UTC 2009,notre dame school,"According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet* @notre dame school"
neutral,568,Sun Jun 07 17:42:56 UTC 2009,notre dame school,All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA @notre dame school
positive,569,Sun Jun 07 21:38:16 UTC 2009,kindle2,@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2 @kindle2
neutral,570,Sun Jun 07 21:38:42 UTC 2009,kindle2,"RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: http://short.to/87ub The Top Electronic Book Reader Period, free 2 day ship ... @kindle2"
negative,571,Sun Jun 07 21:47:01 UTC 2009,time warner,Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear. @time warner
negative,572,Sun Jun 07 21:47:20 UTC 2009,time warner,Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF! @time warner
negative,573,Sun Jun 07 21:47:33 UTC 2009,time warner,@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :) @time warner
negative,574,Sun Jun 07 21:47:42 UTC 2009,time warner,OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml. @time warner
negative,575,Sun Jun 07 21:47:50 UTC 2009,time warner,"wth..i have never seen a line this loooong at time warner before, ugh. @time warner"
negative,576,Sun Jun 07 21:47:56 UTC 2009,time warner,Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon @time warner
neutral,577,Mon Jun 08 00:01:29 UTC 2009,federer,Man accosts Roger Federer during French Open http://ff.im/3HCPT @federer
negative,578,Mon Jun 08 01:58:49 UTC 2009,"""naive bayes""","Naive Bayes using EM for Text Classification. Really Frustrating... @""naive bayes"""
positive,585,Mon Jun 08 06:28:01 UTC 2009,stanford,We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there. @stanford
neutral,586,Mon Jun 08 06:28:05 UTC 2009,stanford,Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme @stanford
neutral,587,Mon Jun 08 06:28:23 UTC 2009,stanford,"I'm going to bed. It was a successful weekend. Stanford, here I come. @stanford"
negative,588,Mon Jun 08 06:55:01 UTC 2009,car warranty call,"@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags @car warranty call"
negative,589,Mon Jun 08 06:55:36 UTC 2009,car warranty call,Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys. @car warranty call
negative,594,Mon Jun 08 19:59:16 UTC 2009,at&t,#at&amp;t is complete fail. @at&t
negative,595,Mon Jun 08 19:59:23 UTC 2009,at&t,@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU @at&t
negative,596,Mon Jun 08 19:59:26 UTC 2009,at&t,@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal @at&t
negative,597,Mon Jun 08 20:00:52 UTC 2009,at&t,"I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.) @at&t"
negative,598,Mon Jun 08 20:01:11 UTC 2009,at&t,pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299 @at&t
negative,599,Mon Jun 08 20:02:01 UTC 2009,at&t,Safari 4 is fast :) Even on my shitty AT&amp;T tethering. @at&t
negative,600,Mon Jun 08 20:06:29 UTC 2009,at&t,@ims What is AT&amp;T fucking up? @at&t
negative,601,Mon Jun 08 20:06:57 UTC 2009,at&t,@springsingfiend @dvyers @sethdaggett @jlshack AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!! @at&t
negative,602,Mon Jun 08 20:08:26 UTC 2009,at&t,"@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T. @at&t"
neutral,603,Mon Jun 08 20:46:01 UTC 2009,wave sandbox,Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc @wave sandbox
negative,613,Tue Jun 09 01:02:11 UTC 2009,bing,"Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8 @bing"
negative,614,Tue Jun 09 03:58:40 UTC 2009,summize,"@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye @summize"
neutral,626,Wed Jun 10 05:24:16 UTC 2009,google,@mattcutts have google profiles stopped showing up in searches? cant see them anymore @google
positive,627,Wed Jun 10 05:24:26 UTC 2009,google,@ArunBasilLal I love Google Translator too ! :D Good day mate ! @google
positive,1002,Mon May 11 03:17:54 UTC 2009,kindle2,reading on my new Kindle2! @kindle2
positive,1003,Mon May 11 03:18:59 UTC 2009,kindle2,My Kindle2 came and I LOVE it! :) @kindle2
positive,1004,Mon May 11 03:21:50 UTC 2009,kindle2,"LOVING my new Kindle2.  Named her Kendra in case u were wondering. The ""cookbook"" is THE tool cuz it tells u all the tricks!  Best gift EVR! @kindle2"
negative,1005,Mon May 11 03:22:24 UTC 2009,aig,The real AIG scandal / http://bit.ly/b82Px @aig
neutral,1006,Mon May 11 03:27:20 UTC 2009,twitter,Any twitter to aprs apps yet? @twitter
neutral,1007,Mon May 11 03:27:58 UTC 2009,twitter,45 Pros You Should Be Following on Twitter - http://is.gd/sMbZ @twitter
positive,1008,Mon May 11 03:29:01 UTC 2009,obama,Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes. @obama
positive,1009,Mon May 11 03:29:38 UTC 2009,obama,"' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! Great speech.. @obama"
positive,1010,Mon May 11 03:29:41 UTC 2009,obama,"I like this guy : ' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! @obama"
positive,1011,Mon May 11 03:32:35 UTC 2009,obama,Obama's speech was pretty awesome last night! http://bit.ly/IMXUM @obama
positive,1012,Mon May 11 03:33:05 UTC 2009,obama,"Reading  ""Bill Clinton Fail - Obama Win?"" http://tinyurl.com/pcyxj7 @obama"
positive,1013,Mon May 11 03:33:43 UTC 2009,obama,Obama More Popular Than U.S. Among Arabs: Survey: President Barack Obama's popularity in leading Arab countries .. http://tinyurl.com/prlvqu @obama
positive,1014,Mon May 11 03:34:04 UTC 2009,obama,Obama's got JOKES!! haha just got to watch a bit of his after dinner speech from last night... i'm in love with mr. president ;) @obama
negative,1015,Mon May 11 05:19:58 UTC 2009,lebron,LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750 @lebron
positive,1016,Mon May 11 05:20:22 UTC 2009,lebron,is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals @lebron
positive,1017,Mon May 11 05:20:41 UTC 2009,lebron,"@khalid0456 No, Lebron is the best @lebron"
positive,1018,Mon May 11 05:20:48 UTC 2009,lebron,@the_real_usher LeBron is cool.  I like his personality...he has good character. @lebron
positive,1019,Mon May 11 05:21:25 UTC 2009,lebron,Watching Lebron highlights. Damn that niggas good @lebron
positive,1020,Mon May 11 05:21:57 UTC 2009,lebron,@Lou911 Lebron is MURDERING shit. @lebron
positive,1021,Mon May 11 05:22:06 UTC 2009,lebron,@uscsports21 LeBron is a monsta and he is only 24. SMH The world ain't ready. @lebron
positive,1022,Mon May 11 05:22:26 UTC 2009,lebron,@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players. @lebron
positive,1023,Mon May 11 05:22:40 UTC 2009,lebron,KOBE IS GOOD BT LEBRON HAS MY VOTE @lebron
negative,1024,Mon May 11 05:22:51 UTC 2009,lebron,Kobe is the best in the world not lebron . @lebron
positive,1025,Mon May 11 05:52:44 UTC 2009,world cup,"@asherroth World Cup 2010 Access?? Damn, that's a good look! @world cup"
positive,1026,Mon May 11 05:53:33 UTC 2009,world cup 2010,Just bought my tickets for the 2010 FIFA World Cup in South Africa. Its going to be a great summer. http://bit.ly/9GEZI @world cup 2010
neutral,1031,Mon May 11 19:49:06 UTC 2009,fred wilson,Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG @fred wilson
negative,2010,Thu May 14 02:58:11 UTC 2009,"""booz allen""","I have to go to Booz Allen Hamilton for a 2hr meeting :(  But then i get to go home :) @""booz allen"""
positive,2011,Thu May 14 03:41:01 UTC 2009,indian election,"The great Indian tamasha truly will unfold from May 16, the result day for Indian General Election. @indian election"
positive,2012,Thu May 14 05:23:32 UTC 2009,kindle2,"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday. @kindle2"
positive,2013,Thu May 14 05:24:33 UTC 2009,kindle2,@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF @kindle2
neutral,2014,Thu May 14 05:25:08 UTC 2009,40d,ok.. do nothing.. just thinking about 40D @40d
positive,2015,Thu May 14 05:26:03 UTC 2009,40d,"@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it! @40d"
positive,2018,Fri May 15 06:45:54 UTC 2009,india election,The Times of India: The wonder that is India's election. http://bit.ly/p7u1H @india election
positive,2080,Sat May 16 16:18:47 UTC 2009,google,http://is.gd/ArUJ Good video from Google on using search options. @google
negative,2083,Sat May 16 22:42:21 UTC 2009,itchy,@ambcharlesfield lol. Ah my skin is itchy :( damn lawnmowing. @itchy
negative,2084,Sat May 16 22:42:40 UTC 2009,itchy,itchy back!! dont ya hate it! @itchy
positive,2085,Sat May 16 23:48:10 UTC 2009,stanford,Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH @stanford
positive,2086,Sat May 16 23:48:38 UTC 2009,stanford,Stanford University?s Facebook Profile is One of the Most Popular Official University Pages - http://tinyurl.com/p5b3fl @stanford
positive,2087,Sat May 16 23:58:44 UTC 2009,lyx,Lyx is cool. @lyx
positive,2093,Sun May 17 15:04:50 UTC 2009,Danny Gokey,SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!! @Danny Gokey
positive,2094,Sun May 17 15:04:55 UTC 2009,Danny Gokey,"RT @PassionModel 'American Idol' fashion: Adam Lambert tones down, Danny Gokey cute ... http://cli.gs/7JWSHV @Danny Gokey"
positive,2095,Sun May 17 15:05:07 UTC 2009,Danny Gokey,@dannygokey I love you DANNY GOKEY!! :) @Danny Gokey
neutral,2096,Sun May 17 15:10:58 UTC 2009,gm,RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1 @gm
negative,2097,Sun May 17 17:27:54 UTC 2009,sleep,so tired. i didn't sleep well at all last night. @sleep
negative,2098,Sun May 17 17:29:05 UTC 2009,san francisco,Boarding plane for San Francisco in 1 hour; 6 hr flight. Blech. @san francisco
negative,2099,Sun May 17 17:29:41 UTC 2009,san francisco,bonjour San Francisco. My back hurts from last night.. @san francisco
neutral,2100,Sun May 17 17:30:03 UTC 2009,san francisco,"breakers. in San Francisco, CA http://loopt.us/4v88Bw.t @san francisco"
neutral,2101,Sun May 17 17:30:25 UTC 2009,san francisco,Heading to San Francisco @san francisco
positive,2102,Sun May 17 17:30:48 UTC 2009,san francisco,With my best girl for a few more hours in San francisco. Mmmmmfamily is wonderful! @san francisco
negative,2103,Sun May 17 17:31:44 UTC 2009,aig,"F*** up big, or go home - AIG @aig"
positive,2104,Sun May 17 17:34:55 UTC 2009,star trek,Went to see the Star Trek movie last night.  Very satisfying. @star trek
positive,2105,Sun May 17 17:35:23 UTC 2009,star trek,"I can't wait, going to see star trek tonight!! @star trek"
positive,2106,Sun May 17 17:35:58 UTC 2009,star trek,Star Trek was as good as everyone said!! @star trek
positive,2107,Mon May 18 01:13:21 UTC 2009,Malcolm Gladwell,am loving new malcolm gladwell book - outliers @Malcolm Gladwell
positive,2108,Mon May 18 01:13:42 UTC 2009,Malcolm Gladwell,I highly recommend Malcolm Gladwell's 'The Tipping Point.' My next audiobook will probably be one of his as well. @Malcolm Gladwell
negative,2109,Mon May 18 01:14:02 UTC 2009,Malcolm Gladwell,Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot @Malcolm Gladwell
negative,2110,Mon May 18 01:14:35 UTC 2009,Malcolm Gladwell,"@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit @Malcolm Gladwell"
positive,2111,Mon May 18 01:15:31 UTC 2009,Malcolm Gladwell,RT @clashmore: http://bit.ly/SOYv7  Great article by Malcolm Gladwell. @Malcolm Gladwell
positive,2112,Mon May 18 01:16:10 UTC 2009,Malcolm Gladwell,I seriously underestimated Malcolm Gladwell.  I want to meet this dude. @Malcolm Gladwell
negative,2113,Mon May 18 01:21:12 UTC 2009,comcast,i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do @comcast
negative,2114,Mon May 18 01:22:40 UTC 2009,comcast,Comcast sucks. @comcast
negative,2115,Mon May 18 01:23:00 UTC 2009,comcast,The day I never have to deal with Comcast again will rank as one of the best days of my life. @comcast
negative,2116,Mon May 18 01:23:30 UTC 2009,comcast,@Dommm did comcast fail again?? @comcast
neutral,2117,Mon May 18 03:10:34 UTC 2009,"""twitter api""","How do you use the twitter API?... http://bit.ly/4VBhH @""twitter api"""
negative,2118,Mon May 18 03:10:52 UTC 2009,"""twitter api""","curses the Twitter API limit @""twitter api"""
negative,2119,Mon May 18 03:11:27 UTC 2009,"""twitter api""","Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles! @""twitter api"""
neutral,2120,Mon May 18 03:11:50 UTC 2009,"""twitter api""","testing Twitter API @""twitter api"""
negative,2121,Mon May 18 03:12:09 UTC 2009,"""twitter api""","Arg. Twitter API is making me crazy. @""twitter api"""
neutral,2122,Mon May 18 03:12:23 UTC 2009,"""twitter api""","Testing Twitter API. Remote Update @""twitter api"""
positive,2137,Tue May 19 16:20:40 UTC 2009,wolfram alpha,I'm really loving the new search site Wolfram/Alpha. Makes Google seem so ... quaint. http://www72.wolframalpha.com/ @wolfram alpha
negative,2138,Tue May 19 16:21:05 UTC 2009,wolfram alpha,"#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless! @wolfram alpha"
positive,2139,Wed May 20 02:37:18 UTC 2009,nike,Off to the NIKE factory!!! @nike
positive,2140,Wed May 20 02:38:17 UTC 2009,nike,New nike muppet commercials are pretty cute. Why do we live together again? @nike
neutral,2141,Wed May 20 02:38:28 UTC 2009,nike,New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS @nike
neutral,2142,Wed May 20 02:38:47 UTC 2009,nike,New blog post: Nike Trainer 1 http://bit.ly/394bp @nike
negative,2143,Wed May 20 02:39:22 UTC 2009,nike,@Fraggle312 oh those are awesome! i so wish they weren't owned by nike :( @nike
positive,2158,Sat May 23 04:23:54 UTC 2009,shoreline amphitheatre,@tonyhawk http://twitpic.com/5c7uj - AWESOME!!! Seeing the show Friday at the Shoreline Amphitheatre. Never seen NIN before. Can't wait. ... @shoreline amphitheatre
negative,2159,Sat May 23 20:43:16 UTC 2009,weka,"arhh, It's weka bug. = ="" and I spent almost two hours to find that out. crappy me @weka"
positive,2160,Sun May 24 16:18:46 UTC 2009,50d,"@mitzs hey bud :) np I do so love my 50D, although I'd love a 5D mkII more @50d"
positive,2161,Sun May 24 16:18:54 UTC 2009,50d,@jonduenas @robynlyn just got us a 50D for the office. :D @50d
positive,2162,Sun May 24 16:19:00 UTC 2009,50d,Just picked up my new Canon 50D...it's beautiful!!  Prepare for some seriously awesome photography! @50d
positive,2163,Sun May 24 16:19:03 UTC 2009,50d,Just got my new toy. Canon 50D. Love love love it! @50d
positive,2164,Sun May 24 20:48:13 UTC 2009,lambda calculus,Learning about lambda calculus :) @lambda calculus
neutral,2165,Sun May 24 20:49:34 UTC 2009,east palo alto,"#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) http://tinyurl.com/qwrr2m @east palo alto"
positive,2166,Sun May 24 20:50:19 UTC 2009,east palo alto,I'm moving to East Palo Alto! @east palo alto
positive,2171,Mon May 25 17:14:58 UTC 2009,stanford,@ atebits I just finished watching your Stanford iPhone Class session. I really appreciate it. You Rock! @stanford
positive,2172,Mon May 25 17:15:05 UTC 2009,stanford,@jktweet Hi! Just saw your Stanford talk and really liked your advice. Just saying Hi from Singapore (yes the videos do get around) @stanford
neutral,2173,Mon May 25 17:15:18 UTC 2009,stanford,#MBA Admissions Tips Stanford GSB Deadlines and Essay Topics 2009-2010 http://tinyurl.com/pet4fd @stanford
neutral,2174,Mon May 25 17:15:35 UTC 2009,stanford,Ethics and nonprofits - http://bit.ly/qsXRp  #stanford #socialentrepreneurship @stanford
positive,2175,Mon May 25 17:16:52 UTC 2009,lakers,LAKERS tonight let's go!!!! @lakers
positive,2176,Mon May 25 17:17:10 UTC 2009,lakers,Will the Lakers kick the Nuggets ass tonight? @lakers
negative,2177,Mon May 25 17:18:49 UTC 2009,north korea,Oooooooh... North Korea is in troubleeeee! http://bit.ly/19epAH @north korea
negative,2178,Mon May 25 17:19:07 UTC 2009,north korea,Wat the heck is North Korea doing!!??!! They just conducted powerful nuclear tests! Follow the link: http://www.msnbc.msn.com/id/30921379 @north korea
negative,2179,Mon May 25 17:19:30 UTC 2009,north korea,Listening to Obama... Friggin North Korea... @north korea
negative,2180,Mon May 25 17:21:16 UTC 2009,pelosi,"I just realized we three monkeys in the white Obama.Biden,Pelosi . Sarah Palin 2012 @pelosi"
negative,2181,Mon May 25 17:21:30 UTC 2009,pelosi,@foxnews Pelosi should stay in China and never come back. @pelosi
negative,2182,Mon May 25 17:21:35 UTC 2009,pelosi,Nancy Pelosi gave the worst commencement speech I've ever heard. Yes I'm still bitter about this @pelosi
negative,2183,Mon May 25 17:25:36 UTC 2009,insects,ugh. the amount of times these stupid insects have bitten me. Grr.. @insects
positive,2184,Mon May 25 17:25:54 UTC 2009,insects,Prettiest insects EVER - Pink Katydids: http://bit.ly/2Upw2p @insects
negative,2185,Mon May 25 17:26:30 UTC 2009,insects,Just got barraged by a horde of insects hungry for my kitchen light. So scary. @insects
positive,2187,Mon May 25 17:29:06 UTC 2009,mcdonalds,Just had McDonalds for dinner. :D It was goooood. Big Mac Meal. ;) @mcdonalds
positive,2188,Mon May 25 17:29:11 UTC 2009,mcdonalds,AHH YES LOL IMA TELL MY HUBBY TO GO GET ME SUM MCDONALDS =] @mcdonalds
positive,2190,Mon May 25 17:29:46 UTC 2009,mcdonalds,Stopped to have lunch at McDonalds. Chicken Nuggetssss! :) yummmmmy. @mcdonalds
positive,2191,Mon May 25 17:29:51 UTC 2009,mcdonalds,Could go for a lot of McDonalds. i mean A LOT. @mcdonalds
positive,2193,Mon May 25 17:31:52 UTC 2009,exam,my exam went good. @HelloLeonie: your prayers worked (: @exam
positive,2194,Mon May 25 17:31:58 UTC 2009,exam,"Only one exam left, and i am so happy for it :D @exam"
negative,2195,Mon May 25 17:32:22 UTC 2009,exam,Math review. Im going to fail the exam. @exam
negative,2196,Mon May 25 17:35:08 UTC 2009,cheney,Colin Powell rocked yesterday on CBS. Cheney needs to shut the hell up and go home.Powell is a man of Honor and served our country proudly @cheney
negative,2197,Mon May 25 17:35:43 UTC 2009,cheney,obviously not siding with Cheney here: http://bit.ly/19j2d @cheney
positive,2202,Tue May 26 22:39:46 UTC 2009,mashable,Absolutely hilarious!!! from @mashable:  http://bit.ly/bccWt @mashable
positive,2203,Tue May 26 22:40:41 UTC 2009,mashable,@mashable I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp; I New Wave :-D) http://bit.ly/EOrFV @mashable
neutral,2204,Wed May 27 00:34:45 UTC 2009,jquery book,Learning jQuery 1.3 Book Review - http://cfbloggers.org/?c=30629 @jquery book
positive,2205,Wed May 27 00:37:30 UTC 2009,jquery book,RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign @jquery book
positive,2206,Wed May 27 00:38:44 UTC 2009,goodby silverstein,I've been sending e-mails like crazy today to my contacts...does anyone have a contact at Goodby SIlverstein...I'd love to speak to them @goodby silverstein
neutral,2207,Wed May 27 00:39:05 UTC 2009,goodby silverstein,Adobe CS4 commercial by Goodby Silverstein: http://bit.ly/1aikhF @goodby silverstein
positive,2208,Wed May 27 00:39:17 UTC 2009,goodby silverstein,"Goodby, Silverstein's new site... http://www.goodbysilverstein.com/ I enjoy it. @goodby silverstein"
positive,2220,Wed May 27 23:49:35 UTC 2009,g2,Wow everyone at the Google I/O conference got free G2's with a month of unlimited service @g2
positive,2221,Wed May 27 23:50:26 UTC 2009,g2,@vkerkez dood I got a free google android phone at the I/O conference. The G2! @g2
positive,2222,Wed May 27 23:50:48 UTC 2009,g2,"@Orli the G2 is amazing btw, a HUGE improvement over the G1 @g2"
positive,2223,Wed May 27 23:56:46 UTC 2009,googleio,"HTML 5 Demos! Lots of great stuff to come! Yes, I'm excited. :) http://htmlfive.appspot.com #io2009 #googleio @googleio"
positive,2224,Wed May 27 23:56:53 UTC 2009,googleio,@googleio http://twitpic.com/62shi - Yay! Happy place! Place place!  I love Google! @googleio
positive,2225,Wed May 27 23:57:02 UTC 2009,googleio,#GoogleIO | O3D - Bringing 3d graphics to the browser. Very nice tbh. Funfun. @googleio
positive,2295,Sun May 31 06:51:32 UTC 2009,viral marketing,"Awesome viral marketing for ""Funny People"" http://www.nbc.com/yo-teach/ @viral marketing"
neutral,2296,Sun May 31 06:54:34 UTC 2009,hitler,"Watching a programme about the life of Hitler, its only enhancing my geekiness of history. @hitler"
negative,2355,Tue Jun 02 02:54:08 UTC 2009,"""night at the museum""","saw night at the museum out of sheer desperation. who is funding these movies? @""night at the museum"""
positive,2356,Tue Jun 02 02:54:11 UTC 2009,"""night at the museum""","Night At The Museum 2? Pretty furkin good. @""night at the museum"""
positive,2357,Tue Jun 02 02:54:14 UTC 2009,"""night at the museum""","Watching Night at the Museum - giggling. @""night at the museum"""
neutral,2358,Tue Jun 02 02:54:29 UTC 2009,"""night at the museum""","@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office... @""night at the museum"""
neutral,2359,Tue Jun 02 02:54:42 UTC 2009,"""night at the museum""","About to watch Night at the Museum with Ryan and Stacy @""night at the museum"""
neutral,2360,Tue Jun 02 02:54:49 UTC 2009,"""night at the museum""","Getting ready to go watch Night at the Museum 2.  Dum dum, you give me gum gum! @""night at the museum"""
negative,2361,Tue Jun 02 02:55:06 UTC 2009,"""night at the museum""","Back from seeing 'Star Trek' and 'Night at the Museum.' 'Star Trek' was amazing, but 'Night at the Museum' was; eh. @""night at the museum"""
positive,2362,Tue Jun 02 02:55:31 UTC 2009,"""night at the museum""","just watched night at the museum 2! so stinkin cute! @""night at the museum"""
positive,2363,Tue Jun 02 02:55:50 UTC 2009,"""night at the museum""","So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up. @""night at the museum"""
neutral,2364,Tue Jun 02 02:56:13 UTC 2009,"""night at the museum""","I think I may have a new favorite restaurant. On our way to see ""Night at the Museum 2"". @""night at the museum"""
neutral,2365,Tue Jun 02 02:56:31 UTC 2009,"""night at the museum""","UP! was sold out, so i'm seeing Night At The Museum 2. I'm __ years old. @""night at the museum"""
positive,2366,Tue Jun 02 02:56:44 UTC 2009,"""night at the museum""","saw the new Night at the Museum and i loved it. Next is to go see UP in 3D @""night at the museum"""
negative,2367,Tue Jun 02 03:00:28 UTC 2009,gm,It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think? @gm
negative,2368,Tue Jun 02 03:00:40 UTC 2009,gm,"As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al @gm"
neutral,2369,Tue Jun 02 03:00:51 UTC 2009,gm,Obama: Nationalization of GM to be short-term   (AP) http://tinyurl.com/md347r @gm
negative,2370,Tue Jun 02 03:02:00 UTC 2009,gm,@Pittstock $GM good riddance.  sad though. @gm
negative,2371,Tue Jun 02 03:02:34 UTC 2009,gm,"I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8 @gm"
negative,2372,Tue Jun 02 03:04:22 UTC 2009,gm,Having the old Coca-Cola guy on the GM board is stupid has heck! #tcot #ala @gm
negative,2373,Tue Jun 02 03:04:35 UTC 2009,gm,#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   http://buzzup.com/4ueb @gm
negative,2374,Tue Jun 02 03:04:45 UTC 2009,gm,"Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u F**K him over for good. @gm"
negative,2375,Tue Jun 02 03:05:18 UTC 2009,gm,"The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the.. @gm"
negative,2376,Tue Jun 02 03:05:50 UTC 2009,gm,@QuantTrader i own a GM car and it is junk as far as quality compared to a honda @gm
negative,2377,Tue Jun 02 03:06:40 UTC 2009,gm,sad day...bankrupt GM @gm
negative,2378,Tue Jun 02 03:06:45 UTC 2009,gm,is upset about the whole GM thing. life as i know it is so screwed up @gm
negative,2379,Tue Jun 02 03:14:21 UTC 2009,time warner,whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs @time warner
neutral,2380,Tue Jun 02 03:14:32 UTC 2009,time warner,"Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH @time warner"
negative,2381,Tue Jun 02 03:15:18 UTC 2009,time warner,#WFTB Joining a bit late. My connection was down (boo time warner) @time warner
negative,2382,Tue Jun 02 03:15:32 UTC 2009,time warner,Cox or Time Warner?  Cox is cheaper and gets a B on dslreports.  TW is more expensive and gets a C. @time warner
negative,2383,Tue Jun 02 03:15:52 UTC 2009,time warner,i am furious with time warner and their phone promotions! @time warner
negative,2384,Tue Jun 02 03:16:23 UTC 2009,time warner,Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner @time warner
negative,2385,Tue Jun 02 03:16:42 UTC 2009,time warner,could time-warner cable suck more?  NO. @time warner
negative,2386,Tue Jun 02 03:17:03 UTC 2009,time warner,Pissed at Time Warner for causin me to have slow internet problems @time warner
negative,2387,Tue Jun 02 03:18:04 UTC 2009,time warner,"@sportsguy33 Ummm, having some Time Warner problems? @time warner"
