Sentiment,Topic,TweetText,TweetId,TweetDate
neutral,virginamerica,@VirginAmerica add DTW and I'm sold!,5.69E+17,2/19/2015 21:39
positive,virginamerica,@VirginAmerica How about some free drinks on the flight back for the free promo?,5.69E+17,2/19/2015 21:27
positive,virginamerica,@VirginAmerica @SSal thanks!,5.69E+17,2/19/2015 20:48
neutral,virginamerica,@VirginAmerica momma I made it! 😁😁😁,5.69E+17,2/19/2015 20:45
neutral,virginamerica,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,5.69E+17,2/19/2015 20:39
neutral,virginamerica,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,5.69E+17,2/19/2015 20:33
neutral,virginamerica,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,5.69E+17,2/19/2015 20:22
negative,virginamerica,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",5.69E+17,2/19/2015 19:10
neutral,virginamerica,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,5.69E+17,2/19/2015 19:06
positive,virginamerica,@VirginAmerica Thanks!,5.69E+17,2/19/2015 18:57
positive,virginamerica,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,5.69E+17,2/19/2015 18:54
positive,virginamerica,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,5.69E+17,2/19/2015 18:48
negative,virginamerica,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,5.69E+17,2/19/2015 18:18
negative,virginamerica,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",5.69E+17,2/19/2015 17:37
neutral,virginamerica,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",5.69E+17,2/19/2015 17:16
neutral,virginamerica,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd",5.69E+17,2/19/2015 17:05
negative,virginamerica,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,5.69E+17,2/19/2015 17:04
neutral,virginamerica,@VirginAmerica is my new go to airline,5.69E+17,2/19/2015 16:46
neutral,virginamerica,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer",5.69E+17,2/19/2015 16:44
positive,virginamerica,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",5.69E+17,2/19/2015 15:31
positive,virginamerica,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,5.69E+17,2/19/2015 14:51
neutral,virginamerica,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica,5.69E+17,2/19/2015 14:43
negative,virginamerica,@VirginAmerica trying to check-in...but looks like your site is down?,5.69E+17,2/19/2015 14:25
negative,virginamerica,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!",5.69E+17,2/19/2015 14:06
negative,virginamerica,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,5.69E+17,2/19/2015 13:45
positive,virginamerica,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",5.69E+17,2/19/2015 13:39
negative,virginamerica,"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???",5.69E+17,2/19/2015 13:27
negative,virginamerica,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,5.69E+17,2/19/2015 13:18
negative,virginamerica,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",5.69E+17,2/19/2015 13:14
negative,virginamerica,"@VirginAmerica
wjere is our luggage #so slow at lax",5.69E+17,2/19/2015 13:08
neutral,virginamerica,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21,5.69E+17,2/19/2015 13:08
negative,virginamerica,"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well",5.69E+17,2/19/2015 12:45
negative,virginamerica,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,5.69E+17,2/19/2015 12:44
negative,virginamerica,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome",5.68E+17,2/19/2015 11:46
neutral,virginamerica,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo,5.68E+17,2/19/2015 11:42
neutral,virginamerica,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,5.68E+17,2/19/2015 11:29
positive,virginamerica,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",5.68E+17,2/19/2015 11:24
positive,virginamerica,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",5.68E+17,2/19/2015 11:20
neutral,virginamerica,@VirginAmerica i would like help with some flights please.,5.68E+17,2/19/2015 10:53
neutral,virginamerica,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”,5.68E+17,2/19/2015 10:53
positive,virginamerica,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,5.68E+17,2/19/2015 10:47
positive,virginamerica,@VirginAmerica ok! first time flying with you tonight :),5.68E+17,2/19/2015 10:33
neutral,virginamerica,@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!,5.68E+17,2/19/2015 10:25
neutral,virginamerica,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114",5.68E+17,2/19/2015 10:10
negative,virginamerica,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",5.68E+17,2/19/2015 9:59
negative,virginamerica,@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.,5.68E+17,2/19/2015 9:35
negative,virginamerica,@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.,5.68E+17,2/19/2015 9:32
positive,virginamerica,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,5.68E+17,2/19/2015 9:22
negative,virginamerica,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,5.68E+17,2/19/2015 9:14
negative,virginamerica,@VirginAmerica delayed to10.30!!,5.68E+17,2/19/2015 9:08
negative,virginamerica,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?,5.68E+17,2/19/2015 9:05
neutral,virginamerica,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift",5.68E+17,2/19/2015 8:50
positive,virginamerica,“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!,5.68E+17,2/19/2015 8:48
positive,virginamerica,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,5.68E+17,2/19/2015 8:46
negative,virginamerica,@VirginAmerica Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank,5.68E+17,2/19/2015 8:29
neutral,virginamerica,"@VirginAmerica I just did, how can I DM? Do u have to also add me?",5.68E+17,2/19/2015 8:01
positive,virginamerica,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",5.68E+17,2/19/2015 7:50
positive,virginamerica,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,5.68E+17,2/19/2015 7:38
neutral,virginamerica,"@VirginAmerica Anytime, sugafly.",5.68E+17,2/19/2015 7:29
positive,virginamerica,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,5.68E+17,2/19/2015 7:19
neutral,virginamerica,@VirginAmerica I need a receipt for a flight change. Can you send one?,5.68E+17,2/19/2015 7:13
negative,virginamerica,"@VirginAmerica, I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?",5.68E+17,2/19/2015 6:53
positive,virginamerica,@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd,5.68E+17,2/19/2015 5:45
positive,virginamerica,@VirginAmerica that doesn't look to fat to me! It looks yummy!,5.68E+17,2/19/2015 4:52
neutral,virginamerica,"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.
http://t.co/96Sctomh29",5.68E+17,2/19/2015 4:46
neutral,virginamerica,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,5.68E+17,2/19/2015 4:10
neutral,virginamerica,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE,5.68E+17,2/19/2015 3:00
neutral,virginamerica,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE,5.68E+17,2/19/2015 2:00
neutral,virginamerica,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE,5.68E+17,2/18/2015 23:15
positive,virginamerica,@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,5.68E+17,2/18/2015 22:58
positive,virginamerica,@VirginAmerica Your planes are really pretty. Just thought u should know that. :),5.68E+17,2/18/2015 21:24
neutral,virginamerica,@VirginAmerica when are you flying to hawaii,5.68E+17,2/18/2015 20:27
negative,virginamerica,@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help,5.68E+17,2/18/2015 20:03
positive,virginamerica,@VirginAmerica thank you,5.68E+17,2/18/2015 19:07
negative,virginamerica,@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,5.68E+17,2/18/2015 18:47
positive,virginamerica,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI,5.68E+17,2/18/2015 18:41
negative,virginamerica,@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!,5.68E+17,2/18/2015 17:22
negative,virginamerica,@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!,5.68E+17,2/18/2015 17:11
neutral,virginamerica,.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…,5.68E+17,2/18/2015 16:42
positive,virginamerica,"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",5.68E+17,2/18/2015 16:26
neutral,virginamerica,"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C",5.68E+17,2/18/2015 16:19
neutral,virginamerica,@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0,5.68E+17,2/18/2015 16:05
positive,virginamerica,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!,5.68E+17,2/18/2015 15:48
neutral,virginamerica,@VirginAmerica you should have 39 dollar LAX-Las fares!!!,5.68E+17,2/18/2015 15:39
positive,virginamerica,@VirginAmerica great. Well deserved.,5.68E+17,2/18/2015 15:25
negative,virginamerica,@VirginAmerica FYI the info@virginamerica.com email address you say to contact in password reset emails doesn't exist. Emails bounce.,5.68E+17,2/18/2015 14:26
negative,virginamerica,@VirginAmerica Status match - 2 weeks have gone by and no news.Flt next week - hope flt will count towards requirement.  Cust Svc no help!!!,5.68E+17,2/18/2015 13:50
negative,virginamerica,@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.,5.68E+17,2/18/2015 13:18
neutral,virginamerica,@VirginAmerica You should still develop an app - then you will be my favorite airline.,5.68E+17,2/18/2015 12:48
negative,virginamerica,@VirginAmerica all crap channels which is why I pay to watch UK tv,5.68E+17,2/18/2015 12:42
positive,virginamerica,@VirginAmerica got it. All set - Thanks!,5.68E+17,2/18/2015 12:32
neutral,virginamerica,@VirginAmerica no A's channel this year?,5.68E+17,2/18/2015 12:25
neutral,virginamerica,@VirginAmerica Only thing I see on passbook is Virgin Mobile Mexico. How do I integrate?,5.68E+17,2/18/2015 12:18
positive,virginamerica,@VirginAmerica Giants and Virgin America. A match made in heaven.,5.68E+17,2/18/2015 12:08
positive,virginamerica,"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!",5.68E+17,2/18/2015 12:08
negative,virginamerica,@VirginAmerica how come you don't have an iPhone app? Still using and making me waste paper.,5.68E+17,2/18/2015 11:56
negative,virginamerica,@VirginAmerica Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname. #apostrophefail,5.68E+17,2/18/2015 11:40
negative,virginamerica,@VirginAmerica When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(,5.68E+17,2/18/2015 11:37
neutral,virginamerica,@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A,5.68E+17,2/18/2015 10:59
positive,virginamerica,@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker,5.68E+17,2/18/2015 10:49
positive,virginamerica,@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!,5.68E+17,2/18/2015 10:45
neutral,virginamerica,"@VirginAmerica announces new nonstop connecting @AUStinAirport &amp; @DallasLoveField, $39 intro: http://t.co/qXnOaQtYN8 http://t.co/JK7qmdfqgf",5.68E+17,2/18/2015 10:25
neutral,virginamerica,@VirginAmerica adds Austin-Dallas Love Field route. http://t.co/XWJoL55FLH http://t.co/Y8AOrMfkaC,5.68E+17,2/18/2015 9:47
negative,virginamerica,@VirginAmerica sad to learn you no longer fly SFO &gt; PHL. Hope it returns!,5.68E+17,2/18/2015 9:46
neutral,virginamerica,"@VirginAmerica - can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?",5.68E+17,2/18/2015 9:35
positive,virginamerica,@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!,5.68E+17,2/18/2015 9:30
neutral,virginamerica,"@VirginAmerica Now, when will we see VirginAmerica come to Philadelphia (PHL).",5.68E+17,2/18/2015 9:29
positive,virginamerica,"@VirginAmerica , am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?",5.68E+17,2/18/2015 9:11
positive,virginamerica,@VirginAmerica OMG FINALLY,5.68E+17,2/18/2015 9:05
neutral,virginamerica,@VirginAmerica to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek,5.68E+17,2/18/2015 8:43
neutral,virginamerica,@VirginAmerica Nice to see you expanding in Texas but don't forget about us here in #SanDiego. I would love to see more flights out of here!,5.68E+17,2/18/2015 8:34
negative,virginamerica,@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers,5.68E+17,2/18/2015 8:22
negative,virginamerica,@VirginAmerica Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.,5.68E+17,2/18/2015 8:07
neutral,virginamerica,"@VirginAmerica to battle @SouthwestAir on @DallasLoveField-@AUStinAirport route 
http://t.co/6RLz0EBk2X via @usatoday",5.68E+17,2/18/2015 7:24
positive,virginamerica,@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!,5.68E+17,2/18/2015 7:23
positive,virginamerica,@virginamerica awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49,5.68E+17,2/18/2015 7:06
neutral,virginamerica,@VirginAmerica I miss the #nerdbird in San Jose,5.68E+17,2/18/2015 6:58
positive,virginamerica,"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes.",5.68E+17,2/18/2015 6:47
positive,virginamerica,@VirginAmerica ​ is flying from Love to Austin now. That is most excellent news.,5.68E+17,2/18/2015 6:45
neutral,virginamerica,@VirginAmerica can we make every VX plane with #nerdbird? Why should Austin be the only one getting nerd love?,5.68E+17,2/18/2015 6:29
neutral,virginamerica,@VirginAmerica please add more frequency to PDX Portland,5.68E+17,2/18/2015 6:23
positive,virginamerica,@VirginAmerica Congrats VX on the new route! ✈️🎉,5.68E+17,2/18/2015 6:13
negative,virginamerica,"@VirginAmerica I tried that. You offered to charge me an additional $1k for a new ticket or be stranded until Thurs. 1st time, last time.",5.68E+17,2/18/2015 4:00
neutral,virginamerica,@VirginAmerica @AmericanAir can u help with flights to get a 2y old battling cancer who needs treatment in 🇺🇸 @FreyaBevan_Fund 💗 🎀 💗,5.68E+17,2/18/2015 3:39
negative,virginamerica,"@VirginAmerica Never had a bad experience before, but this one took the cake. Now extortion for carry on items as well?",5.68E+17,2/18/2015 1:02
negative,virginamerica,@VirginAmerica Had to spend 5 hours worrying that items in carryon would be broken/stolen since I couldn't carry them on plane or lock bag.,5.68E+17,2/18/2015 1:01
negative,virginamerica,"@VirginAmerica All of group E was told there was no more room in the bins. when I got on the plane, was room for at least 4 bags in my row!",5.68E+17,2/18/2015 1:00
negative,virginamerica,@VirginAmerica Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. (1),5.68E+17,2/18/2015 0:59
negative,virginamerica,@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........,5.68E+17,2/17/2015 23:18
positive,virginamerica,@VirginAmerica I am all about the in flight artisanal cheese and wine pairing.,5.68E+17,2/17/2015 20:49
neutral,virginamerica,@VirginAmerica does Virgin America fly direct from Seattle to NYC or Boston?,5.68E+17,2/17/2015 20:12
positive,virginamerica,@VirginAmerica That's classy.,5.68E+17,2/17/2015 19:47
positive,virginamerica,@VirginAmerica I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.,5.68E+17,2/17/2015 18:30
positive,virginamerica,@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks 😃👍,5.68E+17,2/17/2015 17:29
neutral,virginamerica,@VirginAmerica save some for 871 tomorrow AM!,5.68E+17,2/17/2015 17:16
negative,virginamerica,@VirginAmerica Why is it taking 12 years to fly home to Dallas? Get your shit together.,5.68E+17,2/17/2015 16:54
neutral,virginamerica,@VirginAmerica @JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c,5.68E+17,2/17/2015 16:52
positive,virginamerica,@VirginAmerica @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather,5.68E+17,2/17/2015 16:44
neutral,virginamerica,@VirginAmerica is that #thestarter??😁,5.68E+17,2/17/2015 16:39
neutral,virginamerica,@VirginAmerica ...Please come to Minneapolis St. Paul!,5.68E+17,2/17/2015 16:37
neutral,virginamerica,@VirginAmerica YES FYI  MY BFF,5.68E+17,2/17/2015 15:32
positive,virginamerica,"@VirginAmerica another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?",5.68E+17,2/17/2015 15:31
positive,virginamerica,"Nice RT @VirginAmerica: The man of steel might be faster, but we have WiFi – just saying. #ScienceBehindTheExperience http://t.co/FGRbpAZSiX",5.68E+17,2/17/2015 15:11
positive,virginamerica,@VirginAmerica I love the dancing little richard. cool beans.,5.68E+17,2/17/2015 14:36
positive,virginamerica,@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.,5.68E+17,2/17/2015 14:29
positive,virginamerica,@VirginAmerica thanks for the free birthday points! y'all are ALL RIGHT with me!,5.68E+17,2/17/2015 14:26
neutral,virginamerica,@VirginAmerica do you have an application for iOS? Was looking and only saw Virgin Mexico :( &lt;/3,5.68E+17,2/17/2015 14:22
negative,virginamerica,@VirginAmerica Man of steel flies to more cities though...and with more frequency too.,5.68E+17,2/17/2015 14:17
positive,virginamerica,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h,5.68E+17,2/17/2015 14:09
neutral,virginamerica,@VirginAmerica Good point!,5.68E+17,2/17/2015 14:07
neutral,virginamerica,.@VirginAmerica I heard he has a virgin mobile hotspot ;),5.68E+17,2/17/2015 14:06
neutral,virginamerica,@VirginAmerica you got cheese pLate Flights too.,5.68E+17,2/17/2015 14:06
neutral,virginamerica,@VirginAmerica On all your flights?,5.68E+17,2/17/2015 14:04
positive,virginamerica,@VirginAmerica Dad on Segway is the best part of this whole infographic!,5.68E+17,2/17/2015 14:04
positive,virginamerica,@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :),5.68E+17,2/17/2015 14:04
positive,virginamerica,@VirginAmerica wifi AND better seating.,5.68E+17,2/17/2015 14:03
neutral,virginamerica,@VirginAmerica how come ABC is the only one of the network channels you don't have?,5.68E+17,2/17/2015 13:24
negative,virginamerica,@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,5.68E+17,2/17/2015 13:06
positive,virginamerica,".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience",5.68E+17,2/17/2015 12:49
negative,virginamerica,"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!",5.68E+17,2/17/2015 12:44
neutral,virginamerica,"@VirginAmerica Dear Virgin customer, while you're stranded in SF for 3 days &amp; $1000cost- we'll do the very least we can to accommodate you!",5.68E+17,2/17/2015 12:42
neutral,virginamerica,@VirginAmerica should use this in their next airline commercial lol :: http://t.co/pXEXIlSjBs,5.68E+17,2/17/2015 12:39
negative,virginamerica,@VirginAmerica Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!,5.68E+17,2/17/2015 12:38
negative,virginamerica,"@VirginAmerica As one of the travelers affected by the Boston storm, I'm shocked at Virgin's complete apathy toward their customers.",5.68E+17,2/17/2015 12:32
negative,virginamerica,@VirginAmerica Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?,5.68E+17,2/17/2015 11:48
negative,virginamerica,@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.,5.68E+17,2/17/2015 11:38
positive,virginamerica,"@VirginAmerica so loyal that I'm driving to #NYC from #PA, to fly Virgin,  since you cut #Philly flights ;)",5.68E+17,2/17/2015 11:38
neutral,virginamerica,@virginamerica Any way to change from Main Cabin to Main Cabin Select (on same flight) without paying a change fee penalty?,5.68E+17,2/17/2015 11:27
positive,virginamerica,@VirginAmerica you guys are perfect as always! &lt;3 #WeRVirgin,5.68E+17,2/17/2015 11:06
positive,virginamerica,@VirginAmerica thanks! Y'all have some of the best customer service left in the industry.,5.68E+17,2/17/2015 10:54
neutral,virginamerica,@VirginAmerica Can you give me Silver Status for 12 months?,5.68E+17,2/17/2015 10:40
positive,virginamerica,@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings,5.68E+17,2/17/2015 10:33
negative,virginamerica,"@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤",5.68E+17,2/17/2015 10:14
negative,virginamerica,@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?,5.68E+17,2/17/2015 10:02
negative,virginamerica,@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡,5.68E+17,2/17/2015 9:56
neutral,virginamerica,@VirginAmerica Are there any sign up bonuses to enroll in Elevate?,5.68E+17,2/17/2015 9:50
positive,virginamerica,@VirginAmerica just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome,5.68E+17,2/17/2015 9:49
neutral,virginamerica,@VirginAmerica morning. If I have a question regarding elevate points &amp; flights can I DM you?,5.68E+17,2/17/2015 9:47
neutral,virginamerica,@VirginAmerica still waiting to see  @Starryeyes_Dev_  😞,5.68E+17,2/17/2015 9:22
neutral,virginamerica,@VirginAmerica was wondering if you guys recieved my dm and we're able to potentially respond asap,5.68E+17,2/17/2015 8:52
positive,virginamerica,@VirginAmerica Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.,5.68E+17,2/17/2015 8:48
neutral,virginamerica,“@VirginAmerica: Book out of town with fares from $59/way (+restr). http://t.co/xRdTOV7nl8 http://t.co/4Y78byAckc” @JenniferDawnPro,5.68E+17,2/17/2015 8:43
positive,united,@united thanks,5.70E+17,2/24/2015 11:42
positive,united,@united Thanks for taking care of that MR!! Happy customer.,5.70E+17,2/24/2015 11:42
negative,united,@united still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.,5.70E+17,2/24/2015 11:39
negative,united,@united Delayed due to lack of crew and now delayed again because there's a long line for deicing... Still need to improve service #united,5.70E+17,2/24/2015 11:39
positive,united,@united thanks -- we filled it out. How's our luck with this? Is it common?,5.70E+17,2/24/2015 11:38
negative,united,@united Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :),5.70E+17,2/24/2015 11:36
neutral,united,@united even on international flight Glasgow to the U.S.? Then what about orlando to Newark? All 90 mins?,5.70E+17,2/24/2015 11:33
negative,united,@united you think you boarded flight AU1066 too early? I think so.,5.70E+17,2/24/2015 11:31
neutral,united,"@united I understand, but it's tough when there is no way to get to the airport w/o serious risk of an accident. It's a steep price.",5.70E+17,2/24/2015 11:20
negative,united,"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock.",5.70E+17,2/24/2015 11:19
neutral,united,@united flying gla-mco in a few weeks. How long do we have to be at airport for before departure for both international and domestic? Ta,5.70E+17,2/24/2015 11:18
positive,united,@united thanks,5.70E+17,2/24/2015 11:11
positive,united,@united Thanks. It is on the same ticket.,5.70E+17,2/24/2015 11:10
neutral,united,@united why not? Is it a law or a policy?,5.70E+17,2/24/2015 11:09
negative,united,@united is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.,5.70E+17,2/24/2015 11:08
negative,united,@united @CheerTymeDad So I can buy tix 3 days before flight but can't transfer the tix.  Flawed security logic. Flawed customer service,5.70E+17,2/24/2015 11:07
negative,united,"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!",5.70E+17,2/24/2015 11:05
positive,united,@united follow me please this airline is beautifull ♥,5.70E+17,2/24/2015 11:05
neutral,united,"@united no I don't, but I'm sure United have my info on its system.",5.70E+17,2/24/2015 11:03
negative,united,"@united if the car seat is lost @united should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child",5.70E+17,2/24/2015 11:03
neutral,united,@united Just submitted my response on the link you sent.,5.70E+17,2/24/2015 11:03
neutral,united,"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519",5.70E+17,2/24/2015 10:57
negative,united,@united @highbuddyyy that totally sucks my cousin worked at PHL said @united,5.70E+17,2/24/2015 10:54
positive,united,@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated,5.70E+17,2/24/2015 10:50
neutral,united,"@united yes, a paper voucher that I got on January 26th 2015",5.70E+17,2/24/2015 10:49
